Probe	Chromosome	Start	End	Probe Strand	H3K9me2_Untreated-unique	H3K9me2_VitC-unique
Random	6	53558585	53563584		56	66
Random	6	53941571	53946570		57	39
Random	6	54427676	54432675		18	14
Random	6	54776865	54781864		65	53
Random	6	55072145	55077144		20	10
Random	6	56407054	56412053		72	89
Random	6	56613987	56618986		36	30
Random	6	57189596	57194595		92	114
Random	6	57922698	57927697		76	112
Random	6	58561003	58566002		11	28
Random	6	58818028	58823027		11	33
Random	6	59765143	59770142		101	89
Random	6	60176203	60181202		62	42
Random	6	60347363	60352362		46	91
Random	6	60613088	60618087		59	56
Random	6	60863871	60868870		82	68
Random	6	60949277	60954276		24	16
Random	6	61291706	61296705		57	40
Random	6	61732227	61737226		57	31
Random	6	63061326	63066325		66	84
Random	6	63720989	63725988		78	51
Random	6	64194159	64199158		76	87
Random	6	64660729	64665728		31	47
Random	6	64737951	64742950		79	42
Random	6	65229739	65234738		68	70
Random	6	66237484	66242483		88	147
Random	6	67318789	67323788		44	55
Random	6	67551737	67556736		65	52
Random	6	68143064	68148063		78	81
Random	6	68865533	68870532		59	38
Random	6	69401649	69406648		24	22
Random	6	70388493	70393492		24	23
Random	6	70472046	70477045		90	135
Random	6	71493815	71498814		23	14
Random	6	71688255	71693254		68	99
Random	6	72363442	72368441		37	32
Random	6	73569056	73574055		72	58
Random	6	73810575	73815574		91	96
Random	6	74234446	74239445		73	73
Random	6	74370969	74375968		29	46
Random	6	74946580	74951579		87	98
Random	6	75467543	75472542		71	83
Random	6	75968376	75973375		54	61
Random	6	76859284	76864283		84	79
Random	6	77133369	77138368		97	94
Random	6	78255344	78260343		59	52
Random	6	78407254	78412253		82	121
Random	6	79999616	80004615		75	83
Random	6	81889435	81894434		98	118
Random	6	82118032	82123031		38	27
Random	6	82588866	82593865		69	60
Random	6	82818556	82823555		32	26
Random	6	82898225	82903224		36	32
Random	6	83112788	83117787		12	15
Random	6	83199535	83204534		34	20
Random	6	83244160	83249159		45	39
Random	6	84119963	84124962		63	34
Random	6	85595103	85600102		33	33
Random	6	85644707	85649706		35	50
Random	6	85648567	85653566		34	47
Random	6	86739515	86744514		35	25
Random	6	86870041	86875040		23	37
Random	6	87873784	87878783		30	34
Random	6	87985547	87990546		15	15
Random	6	88140581	88145580		49	60
Random	6	88346051	88351050		49	46
Random	6	88878487	88883486		18	21
Random	6	89358700	89363699		6	15
Random	6	89382428	89387427		57	16
Random	6	89991782	89996781		100	209
Random	6	90736195	90741194		29	19
Random	6	91152378	91157377		24	27
Random	6	91684089	91689088		9	20
Random	6	92137820	92142819		29	29
Random	6	92963094	92968093		83	69
Random	6	93295248	93300247		66	37
Random	6	93669091	93674090		64	50
Random	6	95257901	95262900		88	64
Random	6	95527540	95532539		57	39
Random	6	95707421	95712420		20	23
Random	6	95993194	95998193		94	195
Random	6	96375991	96380990		82	77
Random	6	96475725	96480724		100	82
Random	6	96761225	96766224		81	143
Random	6	96887630	96892629		102	60
Random	6	97144970	97149969		11	15
Random	6	97496568	97501567		82	42
Random	6	97597651	97602650		48	43
Random	6	97597851	97602850		49	40
Random	6	98392108	98397107		106	64
Random	6	99237533	99242532		90	135
Random	6	99794220	99799219		90	56
Random	6	100231474	100236473		12	32
Random	6	101406340	101411339		192	151
Random	6	101918363	101923362		97	82
Random	6	102128456	102133455		108	98
Random	6	102864505	102869504		125	135
Random	6	103402993	103407992		73	51
Random	6	103868938	103873937		124	221
Random	6	104360207	104365206		71	65
Random	6	104499881	104504880		99	125
Random	6	104539432	104544431		130	185
Random	6	105878824	105883823		111	103
Random	6	106366973	106371972		144	169
Random	6	107738235	107743234		183	170
Random	6	107901463	107906462		132	186
Random	6	108213424	108218423		44	32
Random	6	109624842	109629841		108	144
Random	6	110623247	110628246		121	194
Random	6	110728494	110733493		75	66
Random	6	111335052	111340051		140	97
Random	6	111551444	111556443		89	58
Random	6	111611615	111616614		132	147
Random	6	111839186	111844185		173	124
Random	6	112577730	112582729		126	83
Random	6	113176116	113181115		62	57
Random	6	113332915	113337914		35	38
Random	6	113456538	113461537		55	41
Random	6	114318458	114323457		83	71
Random	6	114339979	114344978		68	91
Random	6	114710327	114715326		44	39
Random	6	115600780	115605779		32	55
Random	6	116110910	116115909		43	42
Random	6	116182182	116187181		51	38
Random	6	117359606	117364605		134	89
Random	6	117489713	117494712		186	144
Random	6	117537278	117542277		195	176
Random	6	117745955	117750954		146	148
Random	6	119547178	119552177		95	92
Random	6	121023304	121028303		45	33
Random	6	121295027	121300026		119	50
Random	6	121941601	121946600		169	180
Random	6	122048788	122053787		143	209
Random	6	122177796	122182795		9	10
Random	6	123095033	123100032		144	155
Random	6	124027174	124032173		141	232
Random	6	124030812	124035811		118	222
Random	6	124229880	124234879		118	109
Random	6	124312697	124317696		122	76
Random	6	124375100	124380099		58	41
Random	6	124438523	124443522		79	66
Random	6	124808154	124813153		23	29
Random	6	125037278	125042277		44	51
Random	6	125062035	125067034		49	67
Random	6	125363301	125368300		29	42
Random	6	125497345	125502344		34	42
Random	6	125958564	125963563		153	104
Random	6	126157409	126162408		96	97
Random	6	126450027	126455026		146	97
Random	6	126488272	126493271		154	127
Random	6	127450917	127455916		55	68
Random	6	128537599	128542598		107	44
Random	6	128873294	128878293		119	224
Random	6	128911738	128916737		147	163
Random	6	130286060	130291059		52	77
Random	6	131467431	131472430		102	51
Random	6	133185219	133190218		103	149
Random	6	133267355	133272354		14	48
Random	6	133621554	133626553		124	105
Random	6	134132439	134137438		75	96
Random	6	135272478	135277477		74	42
Random	6	135315350	135320349		59	43
Random	6	135714688	135719687		77	62
Random	6	135885549	135890548		126	52
Random	6	136561189	136566188		38	43
Random	6	136747605	136752604		121	80
Random	6	138241854	138246853		100	73
Random	6	138660291	138665290		112	94
Random	6	139113838	139118837		120	88
Random	6	140382325	140387324		147	114
Random	6	140653452	140658451		43	50
Random	6	141318606	141323605		127	68
Random	6	142189881	142194880		160	160
Random	6	142221688	142226687		132	144
Random	6	142222590	142227589		132	152
Random	6	142301503	142306502		162	97
Random	6	142334394	142339393		117	67
Random	6	142432753	142437752		157	222
Random	6	142544846	142549845		128	81
Random	6	143525470	143530469		142	255
Random	6	143969355	143974354		94	59
Random	6	146268816	146273815		37	39
Random	6	147298293	147303292		122	81
Random	7	147796	152795		0	0
Random	7	195983	200982		0	0
Random	7	388654	393653		0	0
Random	7	923548	928547		0	0
Random	7	2425416	2430415		0	0
Random	7	2739169	2744168		0	0
Random	7	2748378	2753377		0	0
Random	7	5207340	5212339		56	86
Random	7	6185068	6190067		27	22
Random	7	6391906	6396905		51	40
Random	7	6842803	6847802		89	73
Random	7	6864773	6869772		59	38
Random	7	8004537	8009536		12	10
Random	7	8604465	8609464		11	33
Random	7	9300570	9305569		22	39
Random	7	10850282	10855281		59	82
Random	7	11472160	11477159		84	83
Random	7	11993410	11998409		62	33
Random	7	13057860	13062859		21	36
Random	7	13255794	13260793		56	59
Random	7	14673412	14678411		95	92
Random	7	14718708	14723707		59	46
Random	7	14961448	14966447		69	93
Random	7	15247316	15252315		2	3
Random	7	15744158	15749157		107	127
Random	7	15903089	15908088		93	49
Random	7	16467888	16472887		21	18
Random	7	17130160	17135159		45	50
Random	7	17203334	17208333		97	80
Random	7	18300308	18305307		69	39
Random	7	18309499	18314498		35	39
Random	7	20123047	20128046		5	8
Random	7	20277459	20282458		0	0
Random	7	21009442	21014441		32	59
Random	7	21130199	21135198		24	26
Random	7	21226603	21231602		24	55
Random	7	22103999	22108998		1	5
Random	7	22259377	22264376		0	0
Random	7	22978626	22983625		0	0
Random	7	23056797	23061796		0	0
Random	7	23292419	23297418		17	13
Random	7	24226089	24231088		59	54
Random	7	24330715	24335714		32	30
Random	7	24380207	24385206		20	16
Random	7	24985159	24990158		34	24
Random	7	26015744	26020743		0	1
Random	7	26222652	26227651		76	60
Random	7	26548593	26553592		103	70
Random	7	27239839	27244838		19	25
Random	7	28162098	28167097		67	114
Random	7	28389764	28394763		7	11
Random	7	28569429	28574428		21	16
Random	7	28635058	28640057		36	58
Random	7	29318172	29323171		11	17
Random	7	32772648	32777647		0	0
Random	7	33172421	33177420		41	45
Random	7	33954689	33959688		81	70
Random	7	34371372	34376371		21	23
Random	7	34840184	34845183		51	45
Random	7	35058610	35063609		41	47
Random	7	35694098	35699097		27	16
Random	7	36579438	36584437		66	40
Random	7	36712721	36717720		22	17
Random	7	37228047	37233046		103	88
Random	7	37845799	37850798		51	31
Random	7	38298501	38303500		94	159
Random	7	38598720	38603719		69	56
Random	7	40213630	40218629		91	63
Random	7	40274286	40279285		60	42
Random	7	40301196	40306195		108	45
Random	7	40705026	40710025		99	94
Random	7	41012613	41017612		112	138
Random	7	41108840	41113839		88	34
Random	7	41109390	41114389		89	36
Random	7	41278028	41283027		95	73
Random	7	41583293	41588292		70	117
Random	7	41785780	41790779		112	129
Random	7	41929483	41934482		65	107
Random	7	42444155	42449154		51	51
Random	7	43140351	43145350		121	194
Random	7	43268409	43273408		42	45
Random	7	44677789	44682788		51	45
Random	7	44956739	44961738		17	12
Random	7	45145095	45150094		14	13
Random	7	46146619	46151618		71	39
Random	7	47022805	47027804		19	21
Random	7	47609078	47614077		9	22
Random	7	48032497	48037496		79	82
Random	7	48444404	48449403		110	97
Random	7	48696973	48701972		33	83
Random	7	50827459	50832458		114	100
Random	7	51180439	51185438		8	6
Random	7	52695164	52700163		53	51
Random	7	52707376	52712375		68	77
Random	7	53658373	53663372		59	77
Random	7	53693221	53698220		68	55
Random	7	54109348	54114347		17	30
Random	7	54989992	54994991		74	123
Random	7	55108866	55113865		80	86
Random	7	56403535	56408534		94	141
Random	7	56938273	56943272		34	34
Random	7	57603240	57608239		95	62
Random	7	57832742	57837741		80	107
Random	7	58275368	58280367		20	14
Random	7	58840938	58845937		84	50
Random	7	59818275	59823274		0	0
Random	7	59892433	59897432		10	19
Random	7	60666497	60671496		16	21
Random	7	60686593	60691592		28	24
Random	7	60687438	60692437		28	22
Random	7	62876419	62881418		36	32
Random	7	63070126	63075125		85	72
Random	7	64262981	64267980		55	80
Random	7	65237573	65242572		52	27
Random	7	66074480	66079479		25	20
Random	7	66422610	66427609		24	15
Random	7	66830203	66835202		58	31
Random	7	66899640	66904639		73	62
Random	7	67228250	67233249		17	23
Random	7	67512607	67517606		34	26
Random	7	67910620	67915619		62	36
Random	7	68699048	68704047		69	44
Random	7	68982225	68987224		48	34
Random	7	69238587	69243586		74	59
Random	7	69854888	69859887		100	115
Random	7	71879962	71884961		81	56
Random	7	72605735	72610734		67	46
Random	7	72997444	73002443		76	53
Random	7	73104763	73109762		80	46
Random	7	73987548	73992547		104	77
Random	7	75245025	75250024		108	81
Random	7	75993633	75998632		24	26
Random	7	76463449	76468448		73	78
Random	7	77161226	77166225		97	85
Random	7	77937789	77942788		55	60
Random	7	78188992	78193991		72	63
Random	7	78924227	78929226		27	24
Random	7	79055147	79060146		32	18
Random	7	79067304	79072303		45	33
Random	7	79355581	79360580		17	24
Random	7	79367791	79372790		11	17
Random	7	80004718	80009717		16	18
Random	7	80149681	80154680		17	22
Random	7	80430776	80435775		30	24
Random	7	80866998	80871997		34	26
Random	7	81044642	81049641		39	22
Random	7	81284177	81289176		45	23
Random	7	81327756	81332755		14	14
Random	7	83062975	83067974		74	41
Random	7	83446026	83451025		62	60
Random	7	84745746	84750745		36	31
Random	7	85180208	85185207		9	12
Random	7	86173314	86178313		81	143
Random	7	86973254	86978253		69	62
Random	7	87023709	87028708		79	162
Random	7	88581955	88586954		91	71
Random	7	88835235	88840234		60	116
Random	7	89265105	89270104		54	94
Random	7	89681348	89686347		33	36
Random	7	90082763	90087762		65	34
Random	7	91743239	91748238		8	13
Random	7	91770598	91775597		67	64
Random	7	92710326	92715325		77	46
Random	7	92750646	92755645		51	29
Random	7	92910758	92915757		21	21
Random	7	93729242	93734241		73	93
Random	7	94715034	94720033		78	75
Random	7	95059297	95064296		94	84
Random	7	95251328	95256327		80	69
Random	7	95449040	95454039		62	55
Random	7	96503023	96508022		88	47
Random	7	96594055	96599054		76	68
Random	7	98168733	98173732		12	16
Random	7	98449550	98454549		68	33
Random	7	99133738	99138737		38	28
Random	7	99503658	99508657		24	31
Random	7	100200619	100205618		58	34
Random	7	101855545	101860544		31	37
Random	7	102439366	102444365		43	63
Random	7	102569031	102574030		69	56
Random	7	105377745	105382744		40	28
Random	7	105811703	105816702		44	46
Random	7	105925232	105930231		2	2
Random	7	106300854	106305853		49	62
Random	7	106550735	106555734		79	60
Random	7	106794057	106799056		89	156
Random	7	107097167	107102166		124	98
Random	7	107193942	107198941		65	49
Random	7	107218614	107223613		54	53
Random	7	108116523	108121522		79	86
Random	7	109640573	109645572		49	37
Random	7	110168632	110173631		38	60
Random	7	112366319	112371318		26	32
Random	7	112691444	112696443		14	13
Random	7	112732808	112737807		33	17
Random	7	113710647	113715646		51	33
Random	7	113749257	113754256		77	24
Random	7	115273270	115278269		91	78
Random	7	115487155	115492154		58	37
Random	7	116315653	116320652		27	34
Random	7	116355504	116360503		32	30
Random	7	117248679	117253678		81	43
Random	7	117992669	117997668		100	58
Random	7	118315599	118320598		70	46
Random	7	118882095	118887094		26	14
Random	7	119685679	119690678		51	46
Random	7	119855664	119860663		14	10
Random	7	120586485	120591484		33	24
Random	7	120919666	120924665		20	13
Random	7	120997150	121002149		61	36
Random	7	122202700	122207699		45	50
Random	7	122755073	122760072		41	34
Random	7	124091397	124096396		60	67
Random	7	124198761	124203760		115	103
Random	7	124500462	124505461		84	96
Random	7	125016548	125021547		77	68
Random	7	126202649	126207648		46	43
Random	7	126389831	126394830		17	11
Random	7	127029784	127034783		19	24
Random	7	127480200	127485199		30	23
Random	7	127807567	127812566		15	25
Random	7	130028739	130033738		91	50
Random	7	131451349	131456348		73	42
Random	7	133814676	133819675		70	59
Random	7	134324170	134329169		77	75
Random	7	134716309	134721308		38	29
Random	7	134887906	134892905		37	32
Random	7	134894709	134899708		59	49
Random	7	135124711	135129710		64	43
Random	7	135967773	135972772		94	84
Random	7	136983178	136988177		75	48
Random	7	137123780	137128779		67	40
Random	7	137178239	137183238		72	82
Random	7	137729694	137734693		90	105
Random	7	138162609	138167608		92	87
Random	7	139514939	139519938		98	86
Random	7	140640033	140645032		103	136
Random	7	140860842	140865841		25	20
Random	7	141531588	141536587		35	27
Random	7	141976428	141981427		90	48
Random	7	141992485	141997484		93	45
Random	7	143361324	143366323		96	59
Random	7	143688561	143693560		54	24
Random	7	143725390	143730389		53	26
Random	7	143852834	143857833		17	38
Random	7	143965281	143970280		81	50
Random	7	143998757	144003756		95	112
Random	7	144081004	144086003		68	37
Random	7	144193131	144198130		81	63
Random	7	144762423	144767422		64	40
Random	7	144857977	144862976		9	10
Random	7	145222313	145227312		81	100
Random	8	1159765	1164764		0	0
Random	8	2003782	2008781		0	0
Random	8	2267633	2272632		0	0
Random	8	2346993	2351992		0	0
Random	8	2603362	2608361		0	0
Random	8	2842839	2847838		0	0
Random	8	2875549	2880548		0	0
Random	8	3495397	3500396		19	18
Random	8	6287812	6292811		80	125
Random	8	6375756	6380755		71	109
Random	8	6525079	6530078		85	160
Random	8	7225750	7230749		83	69
Random	8	8922010	8927009		91	42
Random	8	8981193	8986192		39	37
Random	8	9161667	9166666		106	59
Random	8	10517410	10522409		89	70
Random	8	10847313	10852312		94	44
Random	8	11440708	11445707		49	30
Random	8	12107217	12112216		43	31
Random	8	12228619	12233618		108	84
Random	8	12716701	12721700		62	63
Random	8	14615482	14620481		116	110
Random	8	15676753	15681752		78	80
Random	8	16690886	16695885		79	62
Random	8	17042867	17047866		93	115
Random	8	18465725	18470724		73	72
Random	8	18844403	18849402		20	20
Random	8	18970135	18975134		92	74
Random	8	19317340	19322339		96	72
Random	8	20242910	20247909		0	0
Random	8	21816662	21821661		77	63
Random	8	22308749	22313748		37	32
Random	8	22690154	22695153		44	38
Random	8	24315170	24320169		98	146
Random	8	25022758	25027757		29	32
Random	8	25243478	25248477		32	32
Random	8	25724655	25729654		26	22
Random	8	26091927	26096926		39	38
Random	8	26544367	26549366		117	87
Random	8	27302066	27307065		82	120
Random	8	28080219	28085218		118	158
Random	8	28383248	28388247		58	80
Random	8	29427243	29432242		64	85
Random	8	29517272	29522271		44	51
Random	8	29930017	29935016		99	107
Random	8	29980335	29985334		11	12
Random	8	31646433	31651432		85	86
Random	8	31729918	31734917		96	79
Random	8	31872744	31877743		92	61
Random	8	31941815	31946814		66	50
Random	8	32898623	32903622		63	69
Random	8	34000631	34005630		0	0
Random	8	34481014	34486013		29	29
Random	8	34836540	34841539		26	26
Random	8	34842108	34847107		33	31
Random	8	35800310	35805309		178	229
Random	8	35803535	35808534		153	182
Random	8	36411909	36416908		126	94
Random	8	36456407	36461406		18	31
Random	8	37228536	37233535		76	72
Random	8	37380463	37385462		74	137
Random	8	37690643	37695642		92	94
Random	8	38270426	38275425		60	67
Random	8	38497135	38502134		62	66
Random	8	39097663	39102662		48	47
Random	8	40105815	40110814		98	96
Random	8	40854439	40859438		112	139
Random	8	41038429	41043428		30	24
Random	8	41278411	41283410		28	40
Random	8	42027206	42032205		87	75
Random	8	42645587	42650586		88	106
Random	8	42653326	42658325		95	123
Random	8	43644111	43649110		68	94
Random	8	44017619	44022618		108	81
Random	8	44247373	44252372		77	105
Random	8	44414061	44419060		109	66
Random	8	44963238	44968237		23	26
Random	8	45086254	45091253		90	64
Random	8	46229505	46234504		54	39
Random	8	46765065	46770064		59	32
Random	8	46851219	46856218		105	84
Random	8	47495643	47500642		58	59
Random	8	48060863	48065862		89	127
Random	8	48857689	48862688		66	51
Random	8	50398886	50403885		85	120
Random	8	50700610	50705609		87	78
Random	8	51203156	51208155		75	57
Random	8	51446086	51451085		85	99
Random	8	52146357	52151356		92	123
Random	8	52658386	52663385		98	147
Random	8	53674541	53679540		58	42
Random	8	53929101	53934100		87	80
Random	8	53943106	53948105		70	62
Random	8	54267520	54272519		100	116
Random	8	54390626	54395625		106	90
Random	8	54570359	54575358		91	59
Random	8	55147562	55152561		0	0
Random	8	55670609	55675608		81	66
Random	8	56108963	56113962		66	54
Random	8	57023649	57028648		77	153
Random	8	57308283	57313282		25	45
Random	8	58061543	58066542		128	97
Random	8	58739133	58744132		93	51
Random	8	59268372	59273371		116	201
Random	8	59404565	59409564		68	91
Random	8	59886730	59891729		77	206
Random	8	60951124	60956123		31	60
Random	8	61432889	61437888		75	105
Random	8	61493365	61498364		40	36
Random	8	61519538	61524537		19	26
Random	8	62660060	62665059		113	179
Random	8	62668755	62673754		105	122
Random	8	62848297	62853296		94	146
Random	8	64229070	64234069		103	86
Random	8	64609608	64614607		50	44
Random	8	64652426	64657425		66	93
Random	8	65813093	65818092		74	60
Random	8	66318678	66323677		44	35
Random	8	66397974	66402973		96	46
Random	8	66829423	66834422		87	142
Random	8	67602429	67607428		72	140
Random	8	67636900	67641899		92	123
Random	8	67794188	67799187		15	13
Random	8	68122439	68127438		73	33
Random	8	69555117	69560116		32	63
Random	8	69598652	69603651		114	141
Random	8	69899176	69904175		11	15
Random	8	70510305	70515304		16	27
Random	8	72295013	72300012		19	28
Random	8	73151484	73156483		0	0
Random	8	73220296	73225295		65	48
Random	8	74637146	74642145		104	78
Random	8	74713943	74718942		59	85
Random	8	74894004	74899003		78	64
Random	8	75417334	75422333		91	98
Random	8	75572316	75577315		99	97
Random	8	76189149	76194148		88	140
Random	8	76754936	76759935		85	87
Random	8	76935627	76940626		77	60
Random	8	76998853	77003852		108	70
Random	8	77592984	77597983		87	119
Random	8	78399779	78404778		38	60
Random	8	78424060	78429059		15	17
Random	8	78817399	78822398		13	15
Random	8	79325706	79330705		81	41
Random	8	80514648	80519647		122	234
Random	8	80818090	80823089		21	33
Random	8	82137860	82142859		81	102
Random	8	82173929	82178928		113	182
Random	8	82534747	82539746		99	100
Random	8	83153939	83158938		55	43
Random	8	83261230	83266229		33	20
Random	8	86407034	86412033		100	53
Random	8	86843841	86848840		29	21
Random	8	86998285	87003284		78	125
Random	8	87594727	87599726		43	35
Random	8	87924684	87929683		53	33
Random	8	89287556	89292555		83	61
Random	8	91323959	91328958		22	24
Random	8	92534499	92539498		118	69
Random	8	92778574	92783573		92	63
Random	8	92811267	92816266		70	41
Random	8	93374517	93379516		120	64
Random	8	93633889	93638888		101	82
Random	8	95382783	95387782		66	73
Random	8	95540068	95545067		60	55
Random	8	95970744	95975743		45	44
Random	8	96009723	96014722		64	51
Random	8	96511409	96516408		112	91
Random	8	96797441	96802440		87	94
Random	8	98360318	98365317		75	82
Random	8	98880081	98885080		94	125
Random	8	99183437	99188436		90	113
Random	8	99432206	99437205		82	70
Random	8	99685457	99690456		94	119
Random	8	101722379	101727378		88	104
Random	8	101775343	101780342		108	187
Random	8	101784334	101789333		96	191
Random	8	101888018	101893017		86	116
Random	8	102386150	102391149		80	150
Random	8	104248049	104253048		15	18
Random	8	105179899	105184898		37	30
Random	8	105811714	105816713		36	24
Random	8	106221501	106226500		29	33
Random	8	106355838	106360837		84	70
Random	8	106376648	106381647		62	38
Random	8	106857851	106862850		45	31
Random	8	108522672	108527671		102	49
Random	8	108917353	108922352		29	31
Random	8	109308395	109313394		70	59
Random	8	109921448	109926447		42	47
Random	8	110419765	110424764		52	64
Random	8	111274883	111279882		21	26
Random	8	111433429	111438428		38	49
Random	8	111481260	111486259		49	37
Random	8	111778846	111783845		38	30
Random	8	112594324	112599323		101	79
Random	8	113574128	113579127		69	77
Random	8	113705976	113710975		141	95
Random	8	113999477	114004476		114	115
Random	8	114387282	114392281		49	46
Random	8	115466836	115471835		159	167
Random	8	115674864	115679863		113	102
Random	8	117421769	117426768		21	17
Random	8	117623577	117628576		31	35
Random	8	117719812	117724811		52	36
Random	8	118155621	118160620		53	45
Random	8	118350188	118355187		136	142
Random	8	118574062	118579061		111	71
Random	8	119372436	119377435		91	142
Random	8	119947726	119952725		19	16
Random	8	120769869	120774868		55	36
Random	8	122572652	122577651		10	44
Random	8	122655085	122660084		84	30
Random	8	123444234	123449233		26	35
Random	8	123880686	123885685		25	25
Random	8	125327526	125332525		68	144
Random	8	125806879	125811878		103	81
Random	8	125820854	125825853		55	34
Random	8	126777981	126782980		75	50
Random	8	126862996	126867995		49	24
Random	8	127731719	127736718		83	51
Random	8	128258903	128263902		94	70
Random	8	128352548	128357547		43	28
Random	9	712535	717534		0	0
Random	9	738667	743666		0	0
Random	9	1228349	1233348		0	0
Random	9	1338428	1343427		0	0
Random	9	3968816	3973815		62	80
Random	9	4437650	4442649		43	43
Random	9	4477255	4482254		70	74
Random	9	5140857	5145856		70	107
Random	9	5193236	5198235		73	77
Random	9	6087965	6092964		88	114
Random	9	6576351	6581350		84	113
Random	9	7133618	7138617		36	41
Random	9	7307741	7312740		93	164
Random	9	8636145	8641144		67	62
Random	9	10518195	10523194		85	39
Random	9	10580663	10585662		75	46
Random	9	10831589	10836588		78	64
Random	9	11264525	11269524		45	34
Random	9	11536130	11541129		91	103
Random	9	11571710	11576709		82	122
Random	9	12308847	12313846		88	135
Random	9	12531477	12536476		79	148
Random	9	12814697	12819696		70	58
Random	9	12896683	12901682		60	84
Random	9	14087244	14092243		62	51
Random	9	14219699	14224698		81	66
Random	9	15544046	15549045		68	100
Random	9	17217724	17222723		71	68
Random	9	17454843	17459842		79	49
Random	9	18386466	18391465		43	54
Random	9	18462630	18467629		60	131
Random	9	20158251	20163250		89	139
Random	9	21027314	21032313		7	10
Random	9	21324177	21329176		19	22
Random	9	22265205	22270204		52	92
Random	9	22376531	22381530		19	35
Random	9	22467527	22472526		22	24
Random	9	23399858	23404857		69	37
Random	9	23532900	23537899		48	65
Random	9	24278249	24283248		62	41
Random	9	24354547	24359546		72	52
Random	9	24929510	24934509		75	73
Random	9	24968176	24973175		67	30
Random	9	25331932	25336931		76	56
Random	9	25985091	25990090		115	96
Random	9	27276943	27281942		79	35
Random	9	28066045	28071044		85	47
Random	9	28216107	28221106		100	50
Random	9	28471247	28476246		89	55
Random	9	28478948	28483947		76	59
Random	9	28759229	28764228		85	76
Random	9	28767654	28772653		95	96
Random	9	31097436	31102435		20	11
Random	9	31214854	31219853		37	33
Random	9	31856693	31861692		58	28
Random	9	32208037	32213036		35	40
Random	9	32503961	32508960		75	48
Random	9	33002959	33007958		99	84
Random	9	33320202	33325201		82	74
Random	9	33858044	33863043		91	69
Random	9	35052094	35057093		38	29
Random	9	35533770	35538769		15	12
Random	9	35681415	35686414		92	79
Random	9	39839822	39844821		65	47
Random	9	40510593	40515592		94	70
Random	9	40523342	40528341		103	48
Random	9	41708187	41713186		82	57
Random	9	43067730	43072729		11	31
Random	9	43640380	43645379		47	45
Random	9	44035615	44040614		61	77
Random	9	44493143	44498142		12	15
Random	9	44759270	44764269		21	30
Random	9	45377567	45382566		34	25
Random	9	46327019	46332018		22	16
Random	9	46488562	46493561		39	42
Random	9	46540791	46545790		62	56
Random	9	47547052	47552051		31	22
Random	9	47738983	47743982		48	32
Random	9	48417331	48422330		67	57
Random	9	48425578	48430577		78	37
Random	9	49124171	49129170		79	100
Random	9	49342800	49347799		63	43
Random	9	49718514	49723513		40	44
Random	9	49769603	49774602		61	52
Random	9	51007810	51012809		12	17
Random	9	52787633	52792632		97	73
Random	9	54432045	54437044		28	23
Random	9	55283721	55288720		32	41
Random	9	55474634	55479633		22	32
Random	9	56273246	56278245		86	81
Random	9	56287456	56292455		47	40
Random	9	56716183	56721182		72	29
Random	9	56737274	56742273		43	23
Random	9	58034461	58039460		16	20
Random	9	58199186	58204185		9	14
Random	9	58224254	58229253		19	29
Random	9	58583704	58588703		17	25
Random	9	59504431	59509430		60	40
Random	9	59575168	59580167		14	23
Random	9	59861047	59866046		24	35
Random	9	60298199	60303198		105	90
Random	9	60499160	60504159		79	47
Random	9	60815478	60820477		17	16
Random	9	61092477	61097476		70	64
Random	9	61724073	61729072		26	21
Random	9	61836304	61841303		44	40
Random	9	62278657	62283656		20	41
Random	9	62414618	62419617		9	37
Random	9	63142103	63147102		9	10
Random	9	63483750	63488749		67	50
Random	9	64060062	64065061		22	25
Random	9	65183836	65188835		11	22
Random	9	66311132	66316131		53	44
Random	9	66662118	66667117		32	25
Random	9	66993589	66998588		36	40
Random	9	67056554	67061553		29	31
Random	9	67086060	67091059		61	29
Random	9	67218895	67223894		35	16
Random	9	67969949	67974948		21	22
Random	9	68482689	68487688		84	55
Random	9	68552197	68557196		83	38
Random	9	69650966	69655965		98	89
Random	9	71012562	71017561		69	49
Random	9	72565859	72570858		22	38
Random	9	72851063	72856062		15	24
Random	9	73348930	73353929		97	113
Random	9	73547938	73552937		68	45
Random	9	74433706	74438705		101	76
Random	9	75826016	75831015		59	30
Random	9	75828131	75833130		47	28
Random	9	76786058	76791057		58	56
Random	9	77003174	77008173		81	85
Random	9	77587557	77592556		75	43
Random	9	77789997	77794996		58	44
Random	9	78147456	78152455		51	33
Random	9	78638019	78643018		58	24
Random	9	79191676	79196675		83	127
Random	9	79665828	79670827		105	127
Random	9	81751371	81756370		83	92
Random	9	81818756	81823755		72	70
Random	9	81953294	81958293		90	54
Random	9	82511342	82516341		79	67
Random	9	82982243	82987242		45	37
Random	9	84391941	84396940		89	86
Random	9	84801628	84806627		69	68
Random	9	84951621	84956620		77	60
Random	9	86284132	86289131		89	146
Random	9	88429970	88434969		22	29
Random	9	88716406	88721405		37	74
Random	9	88832841	88837840		42	42
Random	9	89312510	89317509		95	104
Random	9	89848719	89853718		92	99
Random	9	90207059	90212058		32	19
Random	9	90353206	90358205		81	61
Random	9	90384232	90389231		90	106
Random	9	91171963	91176962		84	117
Random	9	91349291	91354290		10	15
Random	9	91495729	91500728		88	76
Random	9	91992546	91997545		72	58
Random	9	92270418	92275417		37	23
Random	9	93377191	93382190		22	57
Random	9	93506396	93511395		86	122
