Probe	Chromosome	Start	End	Probe Strand	H3K9me2_Untreated-unique	H3K9me2_VitC-unique	input_DNA_Untreated-unique	input_DNA_VitC-unique
L1Md_T_downstream	12	5616402	5621402	-	2.146570444	3.847169876	1.657345772	1.415540814
L1Md_A_downstream	12	5823521	5828521	-	2.902405024	4.181706429	1.820363283	1.7552706
L1Md_A_downstream	12	6018574	6023574	+	1.965170026	2.564779997	1.032444835	1.302297592
L1Md_T_downstream	12	6072947	6077947	-	2.630304575	2.732048035	1.548667312	1.981757164
L1Md_T_downstream	12	6240498	6245498	+	2.176803827	2.090853214	1.195462465	1.472162485
L1Md_T_downstream	12	6426584	6431584	-	2.267503977	2.592658043	1.249801636	1.330608368
L1Md_A_downstream	12	6601486	6606486	-	2.418670893	1.421780109	1.793193698	1.557094932
L1Md_A_downstream	12	6661623	6666623	-	2.811704874	2.704169989	1.575836897	1.443851709
L1Md_A_downstream	12	6776468	6781468	+	2.781471491	3.317487001	1.249801636	1.189054251
L1Md_A_downstream	12	7117209	7122209	+	1.783769727	1.97934103	1.222632051	1.387230039
L1Md_T_downstream	12	7807516	7812516	+	1.72330296	1.533292294	1.494328141	2.095000505
L1Md_T_downstream	12	8129497	8134497	+	1.904703259	2.341755629	1.385649681	2.038378716
L1Md_T_downstream	12	8571990	8576990	-	1.965170026	2.285999537	2.363755465	2.06668973
L1Md_T_downstream	12	9632197	9637197	+	2.055870295	1.728438616	1.412819266	1.330608368
L1Md_A_downstream	12	9671032	9676032	+	2.29773736	2.007219076	1.603006482	1.472162485
L1Md_T_downstream	12	9672173	9677173	-	2.509371042	2.035097122	1.901872158	1.642027378
L1Md_A_downstream	12	10621387	10626387	-	2.448904276	1.70056057	1.548667312	1.925135493
L1Md_T_downstream	12	10703308	10708308	+	1.269802213	1.505414248	1.16829288	1.472162485
L1Md_T_downstream	12	10890501	10895501	+	2.811704874	1.449658155	1.956211329	2.123311281
L1Md_T_downstream	12	10917289	10922289	+	0	0	0	0
L1Md_A_downstream	12	10976771	10981771	+	2.025636911	2.982950449	1.331310511	1.330608368
L1Md_T_downstream	12	10993880	10998880	+	1.934936643	2.062975168	1.901872158	1.245675921
L1Md_T_downstream	12	11193140	11198140	+	0.513967574	0.473926723	1.385649681	1.472162485
L1Md_T_downstream	12	11487225	11492225	-	1.874469876	4.153828144	1.358480096	1.358919144
L1Md_A_downstream	12	11647311	11652311	-	2.630304575	3.652023554	1.901872158	2.123311281
L1Md_A_downstream	12	11948730	11953730	-	2.055870295	1.812072754	1.032444835	1.415540814
L1Md_A_downstream	12	11991066	11996066	+	2.267503977	1.97934103	1.983380914	1.925135493
L1Md_T_downstream	12	12098001	12103001	+	1.632602811	2.202365398	1.793193698	1.642027378
L1Md_Gf_downstream	12	12472495	12477495	+	3.234972239	2.787804127	1.711684942	2.179932833
L1Md_T_downstream	12	13414471	13419471	-	1.995403409	1.589048386	1.983380914	1.981757164
L1Md_T_downstream	12	13752681	13757681	-	3.265205622	2.676291943	1.575836897	2.151622057
L1Md_A_downstream	12	13906561	13911561	-	2.539604425	2.425389767	1.956211329	1.613716602
L1Md_T_downstream	12	13986403	13991403	-	2.569837809	1.97934103	1.793193698	1.613716602
L1Md_T_downstream	12	14383447	14388447	-	2.116337061	2.481145859	1.630176067	1.840203047
L1Md_T_downstream	12	14444712	14449712	-	2.539604425	3.95868206	1.603006482	1.613716602
L1Md_T_downstream	12	14534372	14539372	-	1.874469876	2.481145859	1.657345772	1.953446388
L1Md_T_downstream	12	14664741	14669741	-	2.569837809	2.732048035	1.548667312	2.01006794
L1Md_A_downstream	12	14796662	14801662	+	1.904703259	1.951462984	1.494328141	1.415540814
L1Md_A_downstream	12	14943475	14948475	+	1.965170026	1.728438616	1.494328141	1.217365146
L1Md_T_downstream	12	14952734	14957734	-	1.451202512	1.449658155	1.11395371	1.019189358
L1Md_T_downstream	12	15031468	15036468	+	2.448904276	2.202365398	1.412819266	1.811892271
L1Md_T_downstream	12	15050123	15055123	-	1.783769727	1.56117034	1.331310511	1.415540814
L1Md_A_downstream	12	15197670	15202670	+	1.965170026	3.54051137	1.467158556	1.217365146
L1Md_A_downstream	12	15248527	15253527	-	2.358204126	2.062975168	1.929041743	1.500473261
L1Md_T_downstream	12	15366747	15371747	-	1.027935147	1.895706892	1.222632051	1.273986697
L1Md_A_downstream	12	15384123	15389123	+	1.481435895	1.170877814	1.358480096	1.302297592
L1Md_T_downstream	12	15428885	15433885	+	1.420969129	1.310268044	1.304140925	1.217365146
L1Md_T_downstream	12	15617185	15622185	-	2.116337061	1.505414248	1.548667312	2.236554623
L1Md_A_downstream	12	15861016	15866016	-	2.116337061	2.759926081	1.548667312	2.01006794
L1Md_T_downstream	12	16403840	16408840	-	3.295439005	3.875047922	2.11922884	1.811892271
L1Md_T_downstream	12	16617733	16622733	-	1.088401914	0.501804769	2.064889669	2.095000505
L1Md_T_downstream	12	17813969	17818969	-	0.937234938	1.338145971	1.983380914	1.585405707
L1Md_A_downstream	12	18151750	18156750	-	2.600071192	4.934413433	2.11922884	2.095000505
L1Md_T_downstream	12	18334507	18339507	-	1.72330296	1.115121722	1.630176067	1.811892271
L1Md_T_downstream	12	19366624	19371624	+	0.907001555	0.808463216	0.842257679	0.934256971
L1Md_T_downstream	12	19632719	19637719	+	0.544200957	0.947853446	0.461883247	0.396351427
L1Md_A_downstream	12	22132898	22137898	-	0.725601256	0.724829078	0.489052832	0.509594679
L1Md_T_downstream	12	22220346	22225346	-	0.181400314	0.139390215	0.217356816	0.169864893
L1Md_A_downstream	12	23291614	23296614	-	0.66513449	1.393902063	0.869427264	0.821013689
L1Md_T_downstream	12	23455341	23460341	-	0.211633697	0.250902385	0.054339204	0.169864893
L1Md_T_downstream	12	24430164	24435164	-	3.930340052	4.237462521	2.716960192	2.972635746
L1Md_A_downstream	12	25752470	25757470	+	1.783769727	2.369633675	1.141123295	1.358919144
L1Md_A_downstream	12	26040464	26045464	+	1.330268979	2.509023905	1.603006482	1.245675921
L1Md_T_downstream	12	26054741	26059741	+	1.844236493	1.031487584	1.032444835	1.217365146
L1Md_T_downstream	12	27394936	27399936	-	2.630304575	1.616926432	1.439988852	1.472162485
L1Md_T_downstream	12	27892112	27897112	-	2.146570444	3.428999186	1.494328141	1.528784156
L1Md_T_downstream	12	28166733	28171733	+	2.509371042	1.366024017	1.548667312	1.330608368
L1Md_A_downstream	12	28196720	28201720	+	2.479137659	2.955072403	1.467158556	2.179932833
L1Md_T_downstream	12	29384609	29389609	+	0.181400314	0.167268246	0.027169602	0.084932446
L1Md_T_downstream	12	30080010	30085010	-	2.902405024	1.477536201	1.630176067	1.698649049
L1Md_T_downstream	12	30141758	30146758	-	1.81400311	0.752707124	1.385649681	1.7552706
L1Md_T_downstream	12	30192590	30197590	+	1.300035596	0.641194999	1.331310511	1.387230039
L1Md_T_downstream	12	30675633	30680633	-	2.20703721	1.784194708	1.494328141	1.358919144
L1Md_A_downstream	12	30825914	30830914	+	2.267503977	2.174487352	1.575836897	1.273986697
L1Md_T_downstream	12	30997084	31002084	+	1.209335446	1.087243676	1.195462465	1.811892271
L1Md_A_downstream	12	31051109	31056109	+	2.358204126	1.449658155	1.603006482	1.500473261
L1Md_A_downstream	12	32541502	32546502	+	1.81400311	2.648414135	0.815088034	0.736081243
L1Md_T_downstream	12	33669803	33674803	+	1.420969129	0.836341262	1.304140925	1.698649049
L1Md_T_downstream	12	33771917	33776917	+	1.632602811	1.254511952	1.467158556	1.273986697
L1Md_A_downstream	12	33871387	33876387	-	1.72330296	2.564779997	1.603006482	1.840203047
L1Md_A_downstream	12	33988984	33993984	-	2.29773736	2.146609306	1.874702573	1.585405707
L1Md_A_downstream	12	34019378	34024378	-	3.174505472	2.481145859	1.439988852	1.698649049
L1Md_T_downstream	12	34738909	34743909	+	1.481435895	1.477536201	0.950936079	1.528784156
L1Md_T_downstream	12	35342189	35347189	-	1.874469876	1.449658155	1.331310511	1.896824718
L1Md_T_downstream	12	35808222	35813222	+	0.755834639	1.19875586	0.380374432	0.31141898
L1Md_T_downstream	12	35860659	35865659	+	1.23956883	0.864219308	0.624900818	0.651148796
L1Md_T_downstream	12	35897804	35902804	-	1.632602811	1.003609538	2.092059374	1.642027378
L1Md_A_downstream	12	36204679	36209679	+	0.997701705	1.087243676	1.766024113	1.868513942
L1Md_T_downstream	12	36273983	36278983	-	2.38843751	1.226633906	1.929041743	2.038378716
L1Md_T_downstream	12	36331150	36336150	-	2.509371042	2.174487352	2.200737715	2.038378716
L1Md_T_downstream	12	36409762	36414762	-	2.751238108	2.146609306	1.548667312	1.783581495
L1Md_T_downstream	12	36492072	36497072	+	1.783769727	2.11873126	1.467158556	1.302297592
L1Md_T_downstream	12	36957144	36962144	+	1.783769727	3.484755278	1.358480096	1.557094932
L1Md_T_downstream	12	37149779	37154779	-	0.725601256	1.533292294	0.869427264	0.736081243
L1Md_T_downstream	12	37196064	37201064	+	1.209335446	1.031487584	0.787918448	0.990878582
L1Md_T_downstream	12	37199252	37204252	-	2.055870295	2.007219076	1.874702573	1.500473261
L1Md_A_downstream	12	37368228	37373228	+	2.569837809	3.596267462	1.711684942	1.613716602
L1Md_A_downstream	12	37608175	37613175	+	1.209335446	1.310268044	1.467158556	1.613716602
L1Md_A_downstream	12	37663123	37668123	-	2.29773736	3.150218725	1.412819266	1.217365146
L1Md_T_downstream	12	38032907	38037907	-	2.176803827	1.477536201	1.657345772	1.528784156
L1Md_T_downstream	12	38053887	38058887	+	2.086103678	2.25812149	1.412819266	1.217365146
L1Md_T_downstream	12	38080095	38085095	+	1.300035596	1.393902063	1.711684942	1.613716602
L1Md_T_downstream	12	38532836	38537836	+	1.934936643	1.393902063	1.195462465	1.358919144
L1Md_T_downstream	12	38905961	38910961	-	1.904703259	0.975731492	1.711684942	1.557094932
L1Md_A_downstream	12	39354699	39359699	-	2.509371042	3.010828495	1.657345772	2.208243608
L1Md_A_downstream	12	39905081	39910081	+	1.300035596	1.254511952	1.901872158	1.528784156
L1Md_T_downstream	12	40365817	40370817	-	1.511669278	0.696951032	2.227907419	2.519662619
L1Md_A_downstream	12	41131892	41136892	-	1.572136045	1.366024017	1.929041743	2.236554623
L1Md_T_downstream	12	41384502	41389502	+	0.937234938	1.003609538	1.766024113	1.189054251
L1Md_T_downstream	12	41971932	41976932	-	1.995403409	1.97934103	2.037720203	1.557094932
L1Md_A_downstream	12	42246847	42251847	+	1.269802213	1.97934103	1.249801636	1.557094932
L1Md_T_downstream	12	42337410	42342410	+	2.116337061	3.233852863	1.630176067	1.160743475
L1Md_A_downstream	12	42357511	42362511	+	2.630304575	2.955072403	1.494328141	1.160743475
L1Md_A_downstream	12	42442426	42447426	+	2.267503977	2.481145859	1.494328141	1.726959825
L1Md_T_downstream	12	42555064	42560064	-	2.327970743	2.062975168	1.467158556	1.925135493
L1Md_T_downstream	12	42588041	42593041	-	2.20703721	2.146609306	1.521497726	1.7552706
L1Md_T_downstream	12	42618397	42623397	-	1.602369428	1.784194708	1.874702573	1.726959825
L1Md_Gf_downstream	12	42672210	42677210	+	1.269802213	1.393902063	1.249801636	1.585405707
L1Md_T_downstream	12	42734318	42739318	-	1.874469876	3.178096771	1.956211329	2.151622057
L1Md_T_downstream	12	42770779	42775779	-	2.116337061	3.038706541	1.657345772	1.642027378
L1Md_T_downstream	12	43042907	43047907	+	2.055870295	2.230243444	1.412819266	1.443851709
L1Md_T_downstream	12	43180705	43185705	+	1.602369428	1.170877814	1.603006482	1.415540814
L1Md_T_downstream	12	43338312	43343312	-	1.511669278	2.230243444	1.603006482	1.783581495
L1Md_A_downstream	12	43662614	43667614	+	2.569837809	3.40112114	1.548667312	1.472162485
L1Md_T_downstream	12	43719249	43724249	-	1.511669278	1.70056057	1.439988852	1.528784156
L1Md_T_downstream	12	43754298	43759298	+	1.602369428	1.05936563	1.304140925	1.217365146
L1Md_T_downstream	12	43891692	43896692	+	2.086103678	1.867828846	1.766024113	1.330608368
L1Md_T_downstream	12	43934288	43939288	+	1.602369428	1.338145971	1.412819266	1.415540814
L1Md_A_downstream	12	44236901	44241901	+	1.783769727	1.672682524	1.195462465	0.792702854
L1Md_A_downstream	12	44250794	44255794	-	1.269802213	1.477536201	1.847532988	1.500473261
L1Md_Gf_downstream	12	44489209	44494209	+	0.997701705	0.947853446	0.950936079	0.962567747
L1Md_A_downstream	12	44641511	44646511	-	2.358204126	2.230243444	1.901872158	1.528784156
L1Md_T_downstream	12	44726114	44731114	-	2.509371042	3.010828495	1.575836897	2.038378716
L1Md_T_downstream	12	44784517	44789517	-	1.81400311	4.460486889	1.222632051	1.245675921
L1Md_T_downstream	12	45762709	45767709	-	2.237270594	2.174487352	1.575836897	1.472162485
L1Md_T_downstream	12	45944195	45949195	-	1.844236493	1.170877814	1.630176067	1.670338154
L1Md_A_downstream	12	45951400	45956400	-	0.453500777	0.669072986	0.190187216	0.113243267
L1Md_A_downstream	12	46050599	46055599	+	2.690771341	3.150218725	1.711684942	1.840203047
L1Md_T_downstream	12	46159745	46164745	+	2.086103678	1.8399508	1.521497726	1.642027378
L1Md_T_downstream	12	47032163	47037163	+	1.844236493	1.449658155	1.05961442	1.330608368
L1Md_T_downstream	12	47285684	47290684	+	2.327970743	2.648414135	1.331310511	1.245675921
L1Md_T_downstream	12	47349508	47354508	-	3.295439005	3.066584587	1.603006482	1.500473261
L1Md_T_downstream	12	47573972	47578972	-	2.20703721	2.062975168	1.630176067	1.896824718
L1Md_A_downstream	12	47854464	47859464	-	1.904703259	2.648414135	1.27697134	1.189054251
L1Md_T_downstream	12	48043335	48048335	-	2.38843751	2.481145859	1.711684942	1.981757164
L1Md_T_downstream	12	48240919	48245919	-	2.327970743	1.784194708	1.439988852	1.358919144
L1Md_T_downstream	12	48345956	48350956	+	1.632602811	2.815682173	1.358480096	1.472162485
L1Md_T_downstream	12	48414175	48419175	-	2.38843751	2.313877583	1.575836897	1.642027378
L1Md_A_downstream	12	48659999	48664999	-	1.72330296	1.784194708	1.630176067	1.613716602
L1Md_T_downstream	12	48837958	48842958	-	1.481435895	2.062975168	1.27697134	1.330608368
L1Md_T_downstream	12	48915836	48920836	+	1.965170026	3.428999186	1.711684942	1.472162485
L1Md_T_downstream	12	49046163	49051163	-	1.844236493	3.233852863	1.820363283	1.387230039
L1Md_T_downstream	12	49081734	49086734	+	1.632602811	1.8399508	1.575836897	1.642027378
L1Md_A_downstream	12	49209129	49214129	-	2.38843751	2.648414135	1.901872158	2.038378716
L1Md_T_downstream	12	49240166	49245166	-	2.418670893	4.683511257	1.548667312	1.528784156
L1Md_A_downstream	12	49265951	49270951	+	1.662836194	3.066584587	1.141123295	1.189054251
L1Md_A_downstream	12	49532421	49537421	+	2.509371042	2.704169989	1.27697134	1.104121804
L1Md_T_downstream	12	49543663	49548663	-	2.267503977	4.516242981	1.684515357	1.896824718
L1Md_T_downstream	12	49611554	49616554	+	1.995403409	2.174487352	1.820363283	1.075811028
L1Md_T_downstream	12	49707496	49712496	+	1.753536344	1.087243676	1.331310511	1.245675921
L1Md_A_downstream	12	50237199	50242199	-	2.146570444	2.481145859	1.439988852	1.7552706
L1Md_T_downstream	12	50691078	50696078	+	1.300035596	1.003609538	1.575836897	1.189054251
L1Md_Gf_downstream	12	50779615	50784615	-	1.965170026	3.317487001	1.331310511	1.613716602
L1Md_T_downstream	12	52104807	52109807	-	1.632602811	1.05936563	2.092059374	1.783581495
L1Md_T_downstream	12	52152895	52157895	-	1.602369428	1.05936563	1.711684942	1.953446388
L1Md_T_downstream	12	52196111	52201111	-	0.997701705	1.170877814	1.820363283	1.189054251
L1Md_A_downstream	12	52211692	52216692	-	1.330268979	1.087243676	1.874702573	1.726959825
L1Md_T_downstream	12	55638687	55643687	+	1.209335446	1.728438616	2.010550499	1.783581495
L1Md_A_downstream	12	56573321	56578321	-	1.995403409	1.421780109	1.766024113	1.698649049
L1Md_T_downstream	12	57595079	57600079	-	1.904703259	1.56117034	2.227907419	1.981757164
L1Md_A_downstream	12	57810797	57815797	-	2.29773736	1.951462984	1.738854527	1.330608368
L1Md_A_downstream	12	57905745	57910745	-	2.29773736	2.090853214	2.064889669	1.726959825
L1Md_T_downstream	12	57930729	57935729	-	2.811704874	2.843560219	1.793193698	1.726959825
L1Md_A_downstream	12	58126215	58131215	+	1.965170026	3.596267462	1.11395371	1.160743475
L1Md_A_downstream	12	58162002	58167002	+	2.327970743	1.895706892	1.575836897	1.585405707
L1Md_T_downstream	12	58183072	58188072	-	1.995403409	1.589048386	1.304140925	1.217365146
L1Md_T_downstream	12	58320117	58325117	+	2.751238108	2.11873126	2.418094635	1.840203047
L1Md_T_downstream	12	58482351	58487351	-	1.904703259	1.282389998	2.146398544	2.095000505
L1Md_A_downstream	12	58488627	58493627	-	0.272100478	0.418170631	0.190187216	0.226486534
L1Md_T_downstream	12	58606888	58611888	+	2.116337061	2.648414135	1.630176067	1.726959825
L1Md_A_downstream	12	58665072	58670072	+	1.783769727	4.32109642	1.983380914	1.500473261
L1Md_T_downstream	12	58692013	58697013	+	2.025636911	1.895706892	1.27697134	1.415540814
L1Md_T_downstream	12	58775248	58780248	+	1.995403409	2.481145859	1.195462465	1.104121804
L1Md_A_downstream	12	58863731	58868731	+	2.20703721	4.181706429	1.847532988	2.06668973
L1Md_T_downstream	12	59274869	59279869	+	2.600071192	1.449658155	1.901872158	2.095000505
L1Md_A_downstream	12	59605222	59610222	+	2.781471491	3.652023554	1.820363283	1.585405707
L1Md_A_downstream	12	59952859	59957859	+	1.602369428	2.453267813	0.815088034	0.849324524
L1Md_A_downstream	12	60207370	60212370	+	1.783769727	1.812072754	1.141123295	1.613716602
L1Md_A_downstream	12	60448453	60453453	+	1.874469876	1.784194708	1.385649681	1.217365146
L1Md_T_downstream	12	60706935	60711935	+	0.695367873	0.585438907	0.489052832	0.622837961
L1Md_T_downstream	12	61159899	61164899	+	1.572136045	1.56117034	1.304140925	1.160743475
L1Md_A_downstream	12	61358510	61363510	-	1.844236493	2.25812149	1.630176067	1.726959825
L1Md_T_downstream	12	61638647	61643647	+	1.572136045	2.536901951	1.222632051	1.557094932
L1Md_T_downstream	12	61693951	61698951	-	2.176803827	2.146609306	1.820363283	1.358919144
L1Md_T_downstream	12	61751714	61756714	-	1.72330296	2.230243444	1.521497726	1.500473261
L1Md_T_downstream	12	61959501	61964501	-	2.751238108	3.791413784	1.657345772	1.613716602
L1Md_A_downstream	12	62050270	62055270	-	2.055870295	2.592658043	1.27697134	1.387230039
L1Md_A_downstream	12	62064810	62069810	-	3.144272089	3.345365047	1.439988852	1.613716602
L1Md_A_downstream	12	62150281	62155281	+	1.693069577	3.763535738	1.304140925	1.075811028
L1Md_T_downstream	12	62183213	62188213	+	2.38843751	3.735657692	1.086784124	1.104121804
L1Md_A_downstream	12	62221819	62226819	-	2.267503977	2.787804127	1.901872158	1.415540814
L1Md_T_downstream	12	62239017	62244017	-	2.479137659	2.369633675	1.439988852	1.528784156
L1Md_T_downstream	12	62313218	62318218	+	1.693069577	2.787804127	1.331310511	1.557094932
L1Md_T_downstream	12	62536751	62541751	-	0.846534789	1.087243676	0.733579278	0.764392078
L1Md_T_downstream	12	62966001	62971001	+	1.269802213	1.616926432	1.521497726	1.387230039
L1Md_T_downstream	12	62990423	62995423	+	1.965170026	2.313877583	1.603006482	1.981757164
L1Md_T_downstream	12	63036825	63041825	-	1.572136045	3.178096771	2.010550499	2.378108501
L1Md_A_downstream	12	63125469	63130469	+	2.146570444	1.784194708	1.874702573	1.217365146
L1Md_A_downstream	12	63357584	63362584	+	1.420969129	2.202365398	1.575836897	1.330608368
L1Md_T_downstream	12	63399443	63404443	+	1.995403409	2.564779997	1.27697134	1.330608368
L1Md_T_downstream	12	63413987	63418987	+	2.086103678	2.146609306	1.657345772	1.698649049
L1Md_T_downstream	12	63575388	63580388	+	1.390735745	3.010828495	1.005275249	1.132432699
L1Md_T_downstream	12	63697227	63702227	+	2.176803827	3.345365047	1.27697134	1.500473261
L1Md_A_downstream	12	63746677	63751677	+	1.995403409	1.728438616	1.331310511	1.472162485
L1Md_A_downstream	12	63914270	63919270	+	1.81400311	1.951462984	1.521497726	1.358919144
L1Md_T_downstream	12	64421711	64426711	-	1.874469876	2.25812149	1.494328141	1.500473261
L1Md_A_downstream	12	64597751	64602751	-	2.902405024	2.341755629	1.956211329	1.500473261
L1Md_T_downstream	12	64731991	64736991	+	0.937234938	2.062975168	0.624900818	0.707770407
L1Md_A_downstream	12	64892732	64897732	+	1.027935147	0.446048677	1.657345772	1.698649049
L1Md_A_downstream	12	65255029	65260029	-	1.209335446	1.616926432	2.33658576	2.123311281
L1Md_T_downstream	12	65921069	65926069	+	1.541902661	1.895706892	1.521497726	1.415540814
L1Md_A_downstream	12	66108562	66113562	+	1.965170026	1.533292294	1.738854527	1.642027378
L1Md_A_downstream	12	66170248	66175248	+	1.511669278	2.007219076	1.086784124	0.962567747
L1Md_T_downstream	12	66249170	66254170	-	1.269802213	0.975731492	1.412819266	1.273986697
L1Md_A_downstream	12	67270681	67275681	-	2.38843751	1.867828846	1.793193698	1.670338154
L1Md_A_downstream	12	67549893	67554893	-	1.783769727	3.066584587	1.439988852	1.953446388
L1Md_A_downstream	12	67823867	67828867	-	1.602369428	3.038706541	1.793193698	1.443851709
L1Md_A_downstream	12	67956145	67961145	+	1.602369428	0.892097354	1.05961442	1.189054251
L1Md_A_downstream	12	68074407	68079407	+	2.781471491	2.759926081	1.793193698	1.953446388
L1Md_T_downstream	12	68412860	68417860	+	1.23956883	1.170877814	1.358480096	1.358919144
L1Md_T_downstream	12	68429859	68434859	-	1.965170026	1.393902063	1.983380914	1.925135493
L1Md_A_downstream	12	68691248	68696248	-	2.902405024	3.624145508	1.956211329	2.406419516
L1Md_A_downstream	12	68700447	68705447	-	3.234972239	4.878657341	2.064889669	2.264865398
L1Md_A_downstream	12	68922801	68927801	-	2.539604425	5.157437801	2.092059374	1.868513942
L1Md_T_downstream	12	68963925	68968925	+	2.267503977	2.202365398	2.092059374	1.613716602
L1Md_T_downstream	12	70474908	70479908	-	0.876768172	0.724829078	2.581112146	1.783581495
L1Md_T_downstream	12	71584638	71589638	-	1.81400311	1.644804478	1.630176067	1.783581495
L1Md_T_downstream	12	72208309	72213309	+	1.662836194	1.115121722	1.575836897	1.811892271
L1Md_T_downstream	12	74042168	74047168	-	2.327970743	1.477536201	1.711684942	1.415540814
L1Md_T_downstream	12	74630848	74635848	-	2.20703721	1.923584938	1.820363283	1.500473261
L1Md_T_downstream	12	74851537	74856537	-	2.902405024	2.759926081	1.847532988	1.358919144
L1Md_T_downstream	12	74932441	74937441	+	2.600071192	2.397511721	1.331310511	1.528784156
L1Md_T_downstream	12	75385305	75390305	+	0.846534789	0.864219308	2.146398544	1.840203047
L1Md_T_downstream	12	77378407	77383407	-	2.055870295	3.261730909	1.684515357	2.095000505
L1Md_T_downstream	12	77399862	77404862	-	1.118635297	1.05936563	1.793193698	2.038378716
L1Md_T_downstream	12	77542125	77547125	-	2.690771341	1.70056057	1.983380914	1.981757164
L1Md_T_downstream	12	77763945	77768945	-	2.690771341	1.8399508	1.847532988	1.698649049
L1Md_T_downstream	12	77884125	77889125	+	1.541902661	1.226633906	1.249801636	1.075811028
L1Md_T_downstream	12	78457352	78462352	-	1.511669278	0.9199754	1.657345772	2.01006794
L1Md_A_downstream	12	81346009	81351009	-	2.96287179	3.038706541	2.092059374	2.406419516
L1Md_Gf_downstream	12	81555147	81560147	+	2.448904276	1.784194708	2.255076885	2.264865398
L1Md_T_downstream	12	82628628	82633628	-	2.327970743	2.146609306	1.603006482	1.925135493
L1Md_T_downstream	12	82778513	82783513	-	2.932638407	2.25812149	1.929041743	1.670338154
L1Md_T_downstream	12	87587193	87592193	-	2.932638407	1.644804478	2.11922884	1.613716602
L1Md_A_downstream	12	87968760	87973760	-	0.967468321	0.808463216	0.543392062	0.792702854
L1Md_T_downstream	12	88234765	88239765	+	3.567539454	5.547730446	2.092059374	3.312365532
L1Md_A_downstream	12	89600598	89605598	+	1.965170026	1.951462984	1.331310511	1.472162485
L1Md_T_downstream	12	90070465	90075465	-	2.20703721	2.230243444	1.16829288	1.358919144
L1Md_A_downstream	12	90481950	90486950	+	2.176803827	2.369633675	1.711684942	1.528784156
L1Md_A_downstream	12	90682912	90687912	-	2.055870295	2.815682173	1.412819266	2.01006794
L1Md_T_downstream	12	90829908	90834908	-	2.38843751	2.536901951	1.603006482	1.7552706
L1Md_T_downstream	12	90957100	90962100	-	3.416372538	2.202365398	1.983380914	1.868513942
L1Md_A_downstream	12	91169751	91174751	+	1.05816853	0.724829078	1.575836897	1.273986697
L1Md_A_downstream	12	91283096	91288096	+	1.330268979	0.696951032	1.385649681	1.811892271
L1Md_A_downstream	12	91461653	91466653	+	1.451202512	0.752707124	1.467158556	1.613716602
L1Md_T_downstream	12	91462423	91467423	-	1.602369428	0.836341262	1.657345772	1.698649049
L1Md_T_downstream	12	91931220	91936220	-	2.358204126	1.672682524	2.11922884	2.01006794
L1Md_A_downstream	12	92160575	92165575	-	2.751238108	3.40112114	1.983380914	1.698649049
L1Md_T_downstream	12	92354131	92359131	-	1.72330296	1.867828846	1.548667312	1.613716602
L1Md_A_downstream	12	92596496	92601496	+	2.055870295	2.341755629	1.684515357	1.415540814
L1Md_A_downstream	12	92856973	92861973	-	2.055870295	2.174487352	1.956211329	1.500473261
L1Md_T_downstream	12	93228507	93233507	-	3.446605921	3.428999186	1.304140925	1.557094932
L1Md_T_downstream	12	93264552	93269552	+	1.844236493	1.616926432	1.358480096	1.104121804
L1Md_T_downstream	12	93291975	93296975	-	1.874469876	3.010828495	1.412819266	1.273986697
L1Md_A_downstream	12	93322820	93327820	+	2.20703721	2.509023905	1.412819266	1.472162485
L1Md_T_downstream	12	93564627	93569627	+	2.448904276	2.425389767	1.874702573	1.670338154
L1Md_T_downstream	12	93579423	93584423	-	2.721004725	2.202365398	1.358480096	1.528784156
L1Md_T_downstream	12	93722184	93727184	-	1.511669278	1.282389998	1.874702573	1.726959825
L1Md_A_downstream	12	93925905	93930905	+	1.179102063	1.70056057	0.842257679	0.707770407
L1Md_T_downstream	12	94083977	94088977	-	1.72330296	3.010828495	1.222632051	1.302297592
L1Md_T_downstream	12	94334665	94339665	-	2.086103678	3.261730909	1.331310511	1.330608368
L1Md_T_downstream	12	94442474	94447474	+	2.176803827	2.648414135	1.222632051	1.132432699
L1Md_T_downstream	12	94555222	94560222	+	2.20703721	2.843560219	1.711684942	1.670338154
L1Md_T_downstream	12	94612748	94617748	-	2.116337061	2.536901951	1.27697134	1.811892271
L1Md_T_downstream	12	94843521	94848521	-	1.995403409	2.202365398	1.548667312	1.472162485
L1Md_T_downstream	12	95253426	95258426	-	1.300035596	1.226633906	0.869427264	0.792702854
L1Md_T_downstream	12	95254511	95259511	+	2.116337061	1.8399508	1.11395371	1.075811028
L1Md_T_downstream	12	95346018	95351018	+	2.055870295	2.536901951	1.412819266	1.302297592
L1Md_T_downstream	12	95574395	95579395	-	1.874469876	1.728438616	1.738854527	1.783581495
L1Md_A_downstream	12	95606409	95611409	-	2.20703721	2.564779997	2.064889669	1.726959825
L1Md_T_downstream	12	95792078	95797078	-	2.29773736	1.97934103	1.385649681	2.151622057
L1Md_Gf_downstream	12	95828328	95833328	+	2.116337061	3.428999186	1.27697134	1.358919144
L1Md_A_downstream	12	95995316	96000316	-	2.327970743	2.648414135	1.603006482	1.670338154
L1Md_T_downstream	12	96020473	96025473	+	2.600071192	4.070194244	1.820363283	1.528784156
L1Md_A_downstream	12	96072695	96077695	-	1.844236493	2.704169989	1.548667312	1.585405707
L1Md_T_downstream	12	96516752	96521752	+	1.72330296	2.007219076	1.548667312	1.387230039
